date,channel,account_creations,checkout_started
2023-07-13,Other,1,48
2023-07-14,Customer IO,0,14
2023-07-14,Direct Mail,0,9
2023-07-14,Google,10,30
2023-07-14,Influencer,0,1
2023-07-14,Meta,50,57
2023-07-14,Organic,37,133
2023-07-14,Other,0,45
2023-07-15,Airbnb,0,0
2023-07-15,Customer IO,0,18
2023-07-15,Direct Mail,3,29
2023-07-15,Google,19,27
2023-07-15,Meta,50,41
2023-07-15,Organic,25,149
2023-07-15,Other,0,48
2023-07-16,Customer IO,0,16
2023-07-16,Direct Mail,2,14
2023-07-16,Google,13,20
2023-07-16,Influencer,0,1
2023-07-16,Meta,69,88
2023-07-16,Organic,31,154
2023-07-16,Other,0,83
2023-07-16,Vrbo,0,0
2023-07-17,Airbnb,0,0
2023-07-17,Customer IO,0,8
2023-07-17,Direct Mail,0,11
2023-07-17,Google,13,16
2023-07-17,Meta,63,73
2023-07-17,Organic,32,114
2023-07-17,Other,0,43
2023-07-18,Airbnb,0,0
2023-07-18,Criteo,0,1
2023-07-18,Customer IO,0,25
2023-07-18,Direct Mail,0,15
2023-07-18,Google,25,33
2023-07-18,Influencer,0,2
2023-07-18,Meta,64,60
2023-07-18,Organic,33,143
2023-07-18,Other,1,52
2023-07-18,Pinterest,0,4
2023-07-19,Airbnb,0,0
2023-07-19,Customer IO,0,29
2023-07-19,Direct Mail,0,34
2023-07-19,Google,21,20
2023-07-19,Meta,50,55
2023-07-19,Organic,33,172
2023-07-19,Other,0,43
2023-07-20,Airbnb,0,0
2023-07-20,Customer IO,0,15
2023-07-20,Direct Mail,2,37
2023-07-20,Google,23,38
2023-07-20,Meta,73,72
2023-07-20,Organic,60,151
2023-07-20,Other,2,40
2023-07-21,Customer IO,0,17
2023-07-21,Direct Mail,1,25
2023-07-21,Google,25,26
2023-07-21,Meta,58,71
2023-07-21,Organic,38,191
2023-07-21,Other,0,58
2023-07-22,Airbnb,0,0
2023-07-22,Customer IO,0,39
2023-07-22,Direct Mail,3,27
2023-07-22,Google,16,34
2023-07-22,Meta,47,41
2023-07-22,Organic,29,164
2023-07-22,Other,1,78
2023-07-23,Airbnb,0,0
2023-07-23,Customer IO,0,25
2023-07-23,Direct Mail,0,14
2023-07-23,Google,23,24
2023-07-23,Meta,51,69
2023-07-23,Organic,30,123
2023-07-23,Other,1,78
2023-07-24,Customer IO,0,20
2023-07-24,Direct Mail,0,24
2023-07-24,Google,31,33
2023-07-24,Meta,65,45
2023-07-24,Organic,45,215
2023-07-24,Other,0,60
2023-07-25,Airbnb,0,0
2023-07-25,Customer IO,0,12
2023-07-25,Direct Mail,1,7
2023-07-25,Google,24,29
2023-07-25,Influencer,1,1
2023-07-25,Meta,46,44
2023-07-25,Organic,29,142
2023-07-25,Other,0,35
2023-07-26,Airbnb,0,0
2023-07-26,Customer IO,0,19
2023-07-26,Direct Mail,0,12
2023-07-26,Google,24,36
2023-07-26,Meta,34,31
2023-07-26,Organic,41,113
2023-07-26,Other,0,27
2023-07-26,Vrbo,0,0
2023-07-27,Airbnb,0,0
2023-07-27,Customer IO,0,31
2023-07-27,Direct Mail,2,25
2023-07-27,Google,33,36
2023-07-27,Influencer,0,1
2023-07-27,Meta,35,32
2023-07-27,Organic,40,114
2023-07-27,Other,1,41
2023-07-28,Airbnb,0,0
2023-07-28,Customer IO,1,26
2023-07-28,Direct Mail,0,32
2023-07-28,Google,22,27
2023-07-28,Meta,29,27
2023-07-28,Organic,25,111
2023-07-28,Other,0,44
2023-07-29,Criteo,0,2
2023-07-29,Customer IO,0,24
2023-07-29,Direct Mail,1,25
2023-07-29,Google,32,33
2023-07-29,Influencer,1,2
2023-07-29,Meta,35,52
2023-07-29,Organic,47,181
2023-07-29,Other,6,66
2023-07-30,Airbnb,0,0
2023-07-30,Customer IO,0,14
2023-07-30,Direct Mail,0,16
2023-07-30,Google,38,44
2023-07-30,Influencer,0,1
2023-07-30,Meta,34,31
2023-07-30,Organic,47,205
2023-07-30,Other,5,73
2023-07-31,Airbnb,0,0
2023-07-31,Customer IO,0,13
2023-07-31,Direct Mail,0,17
2023-07-31,Google,53,61
2023-07-31,Meta,24,34
2023-07-31,Organic,34,122
2023-07-31,Other,3,53
2023-08-01,Airbnb,0,0
2023-08-01,Customer IO,0,15
2023-08-01,Direct Mail,0,11
2023-08-01,Google,34,26
2023-08-01,Meta,23,27
2023-08-01,Organic,42,115
2023-08-01,Other,5,50
2023-08-02,Airbnb,0,0
2023-08-02,Criteo,0,1
2023-08-02,Customer IO,0,30
2023-08-02,Direct Mail,2,32
2023-08-02,Google,25,30
2023-08-02,Influencer,0,3
2023-08-02,Meta,14,17
2023-08-02,Organic,60,174
2023-08-02,Other,4,72
2023-08-03,Customer IO,0,32
2023-08-03,Direct Mail,3,25
2023-08-03,Google,25,22
2023-08-03,Meta,20,19
2023-08-03,Organic,50,112
2023-08-03,Other,1,57
2023-08-03,Vrbo,0,0
2023-08-04,Airbnb,0,0
2023-08-04,Criteo,0,2
2023-08-04,Customer IO,0,10
2023-08-04,Direct Mail,1,17
2023-08-04,Google,36,51
2023-08-04,Meta,15,12
2023-08-04,Organic,52,136
2023-08-04,Other,2,77
2023-08-05,Airbnb,0,0
2023-08-05,Customer IO,0,24
2023-08-05,Direct Mail,2,12
2023-08-05,Google,32,47
2023-08-05,Meta,21,18
2023-08-05,Organic,36,145
2023-08-05,Other,4,72
2023-08-06,Airbnb,0,0
2023-08-06,Criteo,0,3
2023-08-06,Customer IO,0,26
2023-08-06,Direct Mail,0,16
2023-08-06,Google,43,48
2023-08-06,Meta,18,22
2023-08-06,Organic,63,192
2023-08-06,Other,2,70
2023-08-06,Vrbo,0,0
2023-08-07,Airbnb,0,0
2023-08-07,Customer IO,0,36
2023-08-07,Direct Mail,0,48
2023-08-07,Google,42,38
2023-08-07,Meta,25,24
2023-08-07,Organic,60,225
2023-08-07,Other,8,63
2023-08-08,Airbnb,0,0
2023-08-08,Criteo,0,1
2023-08-08,Customer IO,0,17
2023-08-08,Direct Mail,0,24
2023-08-08,Google,53,60
2023-08-08,Influencer,0,1
2023-08-08,Meta,20,23
2023-08-08,Organic,53,176
2023-08-08,Other,2,72
2023-08-09,Airbnb,0,0
2023-08-09,Customer IO,0,29
2023-08-09,Direct Mail,1,25
2023-08-09,Google,26,34
2023-08-09,Influencer,0,1
2023-08-09,Meta,14,12
2023-08-09,Organic,60,199
2023-08-09,Other,3,63
2023-08-10,Airbnb,0,0
2023-08-10,Customer IO,0,9
2023-08-10,Direct Mail,0,20
2023-08-10,Google,36,30
2023-08-10,Meta,12,15
2023-08-10,Organic,43,160
2023-08-10,Other,2,65
2023-08-11,Airbnb,0,0
2023-08-11,Booking,0,0
2023-08-11,Customer IO,0,18
2023-08-11,Direct Mail,0,4
2023-08-11,Google,24,21
2023-08-11,Meta,14,13
2023-08-11,Organic,35,119
2023-08-11,Other,1,49
2023-08-11,Vrbo,0,0
2023-08-12,Airbnb,0,0
2023-08-12,Customer IO,0,24
2023-08-12,Direct Mail,0,14
2023-08-12,Google,27,37
2023-08-12,Meta,6,7
2023-08-12,Organic,40,150
2023-08-12,Other,3,60
2023-08-12,Vrbo,0,0
2023-08-13,Booking,0,0
2023-08-13,Customer IO,0,20
2023-08-13,Direct Mail,0,12
2023-08-13,Google,35,29
2023-08-13,Meta,9,9
2023-08-13,Organic,44,154
2023-08-13,Other,3,82
2023-08-14,Airbnb,0,0
2023-08-14,Customer IO,0,18
2023-08-14,Direct Mail,0,10
2023-08-14,Google,20,10
2023-08-14,Meta,6,2
2023-08-14,Organic,56,154
2023-08-14,Other,3,65
2023-08-15,Customer IO,0,12
2023-08-15,Direct Mail,0,23
2023-08-15,Google,22,27
2023-08-15,Influencer,0,1
2023-08-15,Meta,12,13
2023-08-15,Organic,75,165
2023-08-15,Other,3,65
2023-08-15,Vrbo,0,0
2023-08-16,Customer IO,0,15
2023-08-16,Direct Mail,1,13
2023-08-16,Google,23,28
2023-08-16,Influencer,0,1
2023-08-16,Meta,10,1
2023-08-16,Organic,45,156
2023-08-16,Other,2,50
2023-08-16,Vrbo,0,0
2023-08-17,Airbnb,0,0
2023-08-17,Customer IO,0,19
2023-08-17,Direct Mail,1,13
2023-08-17,Google,9,18
2023-08-17,Meta,1,6
2023-08-17,Organic,43,160
2023-08-17,Other,3,58
2023-08-17,Vrbo,0,0
2023-08-18,Airbnb,0,0
2023-08-18,Customer IO,0,13
2023-08-18,Direct Mail,0,12
2023-08-18,Google,18,16
2023-08-18,Influencer,0,1
2023-08-18,Meta,5,8
2023-08-18,Organic,38,152
2023-08-18,Other,5,56
2023-08-19,Airbnb,0,0
2023-08-19,Criteo,0,2
2023-08-19,Customer IO,0,10
2023-08-19,Direct Mail,0,23
2023-08-19,Google,24,35
2023-08-19,Meta,3,10
2023-08-19,Organic,51,164
2023-08-19,Other,4,68
2023-08-20,Airbnb,0,0
2023-08-20,Customer IO,0,13
2023-08-20,Direct Mail,0,9
2023-08-20,Google,18,17
2023-08-20,Meta,5,5
2023-08-20,Organic,28,129
2023-08-20,Other,3,61
2023-08-21,Airbnb,0,0
2023-08-21,Customer IO,0,21
2023-08-21,Direct Mail,1,7
2023-08-21,Google,16,20
2023-08-21,Meta,2,10
2023-08-21,Organic,36,109
2023-08-21,Other,3,50
2023-08-21,Vrbo,0,0
2023-08-22,Airbnb,0,0
2023-08-22,Customer IO,0,18
2023-08-22,Direct Mail,1,30
2023-08-22,Google,12,13
2023-08-22,Meta,5,6
2023-08-22,Organic,36,125
2023-08-22,Other,0,59
2023-08-23,Airbnb,0,0
2023-08-23,Booking,0,0
2023-08-23,Customer IO,1,22
2023-08-23,Direct Mail,3,44
2023-08-23,Google,14,21
2023-08-23,Meta,5,8
2023-08-23,Organic,36,117
2023-08-23,Other,4,64
2023-08-23,Vrbo,0,0
2023-08-24,Airbnb,0,0
2023-08-24,Customer IO,0,19
2023-08-24,Direct Mail,0,16
2023-08-24,Google,18,14
2023-08-24,Meta,6,11
2023-08-24,Organic,30,110
2023-08-24,Other,2,61
2023-08-25,Airbnb,0,0
2023-08-25,Customer IO,0,14
2023-08-25,Direct Mail,0,6
2023-08-25,Google,10,11
2023-08-25,Meta,5,7
2023-08-25,Organic,29,91
2023-08-25,Other,2,36
2023-08-25,Vrbo,0,0
2023-08-26,Airbnb,0,0
2023-08-26,Customer IO,0,12
2023-08-26,Direct Mail,1,25
2023-08-26,Google,25,23
2023-08-26,Meta,2,5
2023-08-26,Organic,21,113
2023-08-26,Other,3,90
2023-08-27,Booking,0,0
2023-08-27,Customer IO,0,15
2023-08-27,Direct Mail,0,11
2023-08-27,Google,30,31
2023-08-27,Meta,3,15
2023-08-27,Organic,29,92
2023-08-27,Other,5,68
2023-08-28,Airbnb,0,0
2023-08-28,Customer IO,0,7
2023-08-28,Direct Mail,0,6
2023-08-28,Google,17,19
2023-08-28,Meta,3,3
2023-08-28,Organic,32,66
2023-08-28,Other,1,53
2023-08-29,Customer IO,0,8
2023-08-29,Direct Mail,1,11
2023-08-29,Google,29,21
2023-08-29,Meta,3,3
2023-08-29,Organic,30,102
2023-08-29,Other,1,56
2023-08-30,Criteo,0,1
2023-08-30,Customer IO,0,50
2023-08-30,Direct Mail,3,78
2023-08-30,Google,27,43
2023-08-30,Meta,1,9
2023-08-30,Organic,33,167
2023-08-30,Other,0,103
2023-08-31,Customer IO,2,13
2023-08-31,Direct Mail,1,9
2023-08-31,Google,16,15
2023-08-31,Meta,1,6
2023-08-31,Organic,33,111
2023-08-31,Other,3,63
2023-09-01,Airbnb,0,0
2023-09-01,Criteo,0,1
2023-09-01,Customer IO,0,7
2023-09-01,Direct Mail,0,5
2023-09-01,Google,33,36
2023-09-01,Meta,5,20
2023-09-01,Organic,33,142
2023-09-01,Other,2,61
2023-09-01,Vrbo,0,0
2023-09-02,Airbnb,0,0
2023-09-02,Customer IO,0,18
2023-09-02,Direct Mail,1,7
2023-09-02,Google,27,26
2023-09-02,Influencer,0,2
2023-09-02,Meta,2,13
2023-09-02,Organic,27,116
2023-09-02,Other,3,63
2023-09-03,Criteo,0,1
2023-09-03,Customer IO,0,7
2023-09-03,Direct Mail,0,9
2023-09-03,Google,18,9
2023-09-03,Meta,0,1
2023-09-03,Organic,25,118
2023-09-03,Other,0,63
2023-09-04,Airbnb,0,0
2023-09-04,Booking,0,0
2023-09-04,Criteo,0,1
2023-09-04,Customer IO,0,6
2023-09-04,Direct Mail,0,8
2023-09-04,Google,28,25
2023-09-04,Influencer,0,1
2023-09-04,Meta,4,8
2023-09-04,Organic,35,126
2023-09-04,Other,1,73
2023-09-04,Vrbo,0,0
2023-09-05,Customer IO,0,14
2023-09-05,Direct Mail,0,7
2023-09-05,Google,27,25
2023-09-05,Meta,5,4
2023-09-05,Organic,33,89
2023-09-05,Other,1,62
2023-09-06,Airbnb,0,0
2023-09-06,Customer IO,0,12
2023-09-06,Direct Mail,1,32
2023-09-06,Google,21,27
2023-09-06,Meta,3,6
2023-09-06,Organic,23,119
2023-09-06,Other,1,57
2023-09-07,Airbnb,0,0
2023-09-07,Criteo,0,1
2023-09-07,Customer IO,0,18
2023-09-07,Direct Mail,5,23
2023-09-07,Google,36,60
2023-09-07,Meta,5,11
2023-09-07,Organic,35,116
2023-09-07,Other,1,87
2023-09-08,Airbnb,0,0
2023-09-08,Customer IO,1,23
2023-09-08,Direct Mail,1,30
2023-09-08,Google,28,26
2023-09-08,Meta,1,2
2023-09-08,Organic,29,170
2023-09-08,Other,1,83
2023-09-09,Airbnb,0,0
2023-09-09,Customer IO,0,25
2023-09-09,Direct Mail,3,65
2023-09-09,Google,36,31
2023-09-09,Meta,3,7
2023-09-09,Organic,22,192
2023-09-09,Other,0,83
2023-09-10,Airbnb,0,0
2023-09-10,Customer IO,0,20
2023-09-10,Direct Mail,2,6
2023-09-10,Google,46,39
2023-09-10,Meta,3,4
2023-09-10,Organic,22,116
2023-09-10,Other,1,58
2023-09-11,Airbnb,0,0
2023-09-11,Customer IO,0,17
2023-09-11,Direct Mail,1,16
2023-09-11,Google,27,44
2023-09-11,Meta,1,6
2023-09-11,Organic,29,124
2023-09-11,Other,2,57
2023-09-11,Vrbo,0,0
2023-09-12,Airbnb,0,0
2023-09-12,Customer IO,0,21
2023-09-12,Direct Mail,0,21
2023-09-12,Google,5,24
2023-09-12,Meta,0,22
2023-09-12,Organic,3,78
2023-09-12,Other,0,57
2023-09-13,Airbnb,0,0
2023-09-13,Customer IO,0,21
2023-09-13,Direct Mail,1,48
2023-09-13,Google,2,34
2023-09-13,Influencer,0,1
2023-09-13,Meta,0,14
2023-09-13,Organic,2,120
2023-09-13,Other,0,95
2023-09-13,Vrbo,0,0
2023-09-14,Airbnb,0,0
2023-09-14,Customer IO,0,30
2023-09-14,Direct Mail,0,8
2023-09-14,Google,0,21
2023-09-14,Meta,0,16
2023-09-14,Organic,2,83
2023-09-14,Other,0,83
2023-09-14,Pinterest,0,2
2023-09-15,Airbnb,0,0
2023-09-15,Booking,0,0
2023-09-15,Customer IO,0,20
2023-09-15,Direct Mail,0,5
2023-09-15,Google,1,16
2023-09-15,Meta,0,34
2023-09-15,Organic,2,110
2023-09-15,Other,1,87
2023-09-16,Customer IO,0,20
2023-09-16,Direct Mail,0,21
2023-09-16,Google,2,13
2023-09-16,Meta,0,43
2023-09-16,Organic,2,114
2023-09-16,Other,0,88
2023-09-17,Customer IO,0,17
2023-09-17,Direct Mail,0,12
2023-09-17,Google,4,35
2023-09-17,Meta,0,50
2023-09-17,Organic,1,113
2023-09-17,Other,0,58
2023-09-18,Airbnb,0,0
2023-09-18,Customer IO,0,22
2023-09-18,Direct Mail,0,9
2023-09-18,Google,2,24
2023-09-18,Influencer,0,2
2023-09-18,Meta,0,42
2023-09-18,Organic,2,139
2023-09-18,Other,0,85
2023-09-19,Criteo,0,1
2023-09-19,Customer IO,1,19
2023-09-19,Direct Mail,0,9
2023-09-19,Google,0,32
2023-09-19,Meta,0,37
2023-09-19,Organic,2,103
2023-09-19,Other,0,60
2023-09-20,Airbnb,0,0
2023-09-20,Customer IO,1,30
2023-09-20,Direct Mail,0,44
2023-09-20,Google,2,25
2023-09-20,Meta,0,22
2023-09-20,Organic,0,130
2023-09-20,Other,0,95
2023-09-21,Airbnb,0,0
2023-09-21,Customer IO,0,94
2023-09-21,Direct Mail,0,89
2023-09-21,Google,1,27
2023-09-21,Meta,0,34
2023-09-21,Organic,4,181
2023-09-21,Other,1,117
2023-09-22,Airbnb,0,0
2023-09-22,Customer IO,0,22
2023-09-22,Direct Mail,0,12
2023-09-22,Google,0,18
2023-09-22,Influencer,0,2
2023-09-22,Meta,0,19
2023-09-22,Organic,0,133
2023-09-22,Other,0,74
2023-09-23,Airbnb,0,0
2023-09-23,Customer IO,1,22
2023-09-23,Direct Mail,0,20
2023-09-23,Google,2,26
2023-09-23,Meta,0,51
2023-09-23,Organic,3,125
2023-09-23,Other,0,100
2023-09-24,Airbnb,0,0
2023-09-24,Customer IO,0,23
2023-09-24,Direct Mail,0,13
2023-09-24,Google,1,58
2023-09-24,Meta,1,107
2023-09-24,Organic,1,128
2023-09-24,Other,0,157
2023-09-25,Booking,0,0
2023-09-25,Criteo,0,1
2023-09-25,Customer IO,0,16
2023-09-25,Direct Mail,0,7
2023-09-25,Google,2,32
2023-09-25,Influencer,0,1
2023-09-25,Meta,0,71
2023-09-25,Organic,2,120
2023-09-25,Other,0,97
2023-09-26,Airbnb,0,0
2023-09-26,Customer IO,0,29
2023-09-26,Direct Mail,0,4
2023-09-26,Google,2,39
2023-09-26,Influencer,0,1
2023-09-26,Meta,0,125
2023-09-26,Organic,4,182
2023-09-26,Other,0,160
2023-09-27,Airbnb,0,0
2023-09-27,Customer IO,0,22
2023-09-27,Direct Mail,0,22
2023-09-27,Google,2,32
2023-09-27,Influencer,0,1
2023-09-27,Meta,0,24
2023-09-27,Organic,0,95
2023-09-27,Other,0,77
2023-09-28,Airbnb,0,0
2023-09-28,Customer IO,0,12
2023-09-28,Direct Mail,0,17
2023-09-28,Google,3,44
2023-09-28,Meta,0,28
2023-09-28,Organic,2,92
2023-09-28,Other,0,86
2023-09-29,Airbnb,0,0
2023-09-29,Customer IO,0,8
2023-09-29,Direct Mail,0,5
2023-09-29,Google,0,9
2023-09-29,Meta,0,18
2023-09-29,Organic,0,69
2023-09-29,Other,0,45
2023-09-30,Airbnb,0,0
2023-09-30,Customer IO,0,13
2023-09-30,Direct Mail,0,12
2023-09-30,Google,1,17
2023-09-30,Meta,0,17
2023-09-30,Organic,4,90
2023-09-30,Other,0,53
2023-10-01,Airbnb,0,0
2023-10-01,Customer IO,0,11
2023-10-01,Direct Mail,0,14
2023-10-01,Google,0,12
2023-10-01,Influencer,0,1
2023-10-01,Meta,0,13
2023-10-01,Organic,0,65
2023-10-01,Other,0,68
2023-10-02,Airbnb,0,0
2023-10-02,Booking,0,0
2023-10-02,Customer IO,0,7
2023-10-02,Direct Mail,0,8
2023-10-02,Google,1,18
2023-10-02,Meta,0,15
2023-10-02,Organic,2,66
2023-10-02,Other,0,67
2023-10-03,Customer IO,0,13
2023-10-03,Direct Mail,0,29
2023-10-03,Google,2,18
2023-10-03,Meta,0,14
2023-10-03,Organic,6,60
2023-10-03,Other,0,45
2023-10-04,Airbnb,0,0
2023-10-04,Customer IO,0,11
2023-10-04,Direct Mail,0,15
2023-10-04,Google,1,13
2023-10-04,Meta,0,9
2023-10-04,Organic,2,63
2023-10-04,Other,0,52
2023-10-05,Airbnb,0,0
2023-10-05,Customer IO,0,10
2023-10-05,Direct Mail,0,5
2023-10-05,Google,2,23
2023-10-05,Meta,0,5
2023-10-05,Organic,0,77
2023-10-05,Other,1,41
2023-10-05,Pinterest,0,1
2023-10-06,Airbnb,0,0
2023-10-06,Customer IO,0,13
2023-10-06,Direct Mail,0,7
2023-10-06,Google,3,24
2023-10-06,Meta,0,12
2023-10-06,Organic,10,131
2023-10-06,Other,0,62
2023-10-06,Vrbo,0,0
2023-10-07,Airbnb,0,0
2023-10-07,Booking,0,0
2023-10-07,Criteo,0,1
2023-10-07,Customer IO,0,13
2023-10-07,Direct Mail,0,15
2023-10-07,Google,2,17
2023-10-07,Meta,0,4
2023-10-07,Organic,1,73
2023-10-07,Other,1,54
2023-10-08,Airbnb,0,0
2023-10-08,Customer IO,0,13
2023-10-08,Direct Mail,0,3
2023-10-08,Google,0,14
2023-10-08,Organic,2,48
2023-10-08,Other,0,29
2023-10-08,Pinterest,0,1
2023-10-09,Airbnb,0,0
2023-10-09,Booking,0,0
2023-10-09,Customer IO,0,6
2023-10-09,Direct Mail,0,2
2023-10-09,Google,1,8
2023-10-09,Meta,0,5
2023-10-09,Organic,2,67
2023-10-09,Other,0,31
2023-10-10,Airbnb,0,0
2023-10-10,Booking,0,0
2023-10-10,Customer IO,0,9
2023-10-10,Direct Mail,0,2
2023-10-10,Google,0,8
2023-10-10,Meta,0,6
2023-10-10,Organic,2,46
2023-10-10,Other,0,37
2023-10-11,Airbnb,0,0
2023-10-11,Customer IO,0,9
2023-10-11,Direct Mail,4,3
2023-10-11,Google,0,13
2023-10-11,Influencer,0,1
2023-10-11,Meta,0,1
2023-10-11,Organic,9,52
2023-10-11,Other,3,36
2023-10-12,Customer IO,0,11
2023-10-12,Direct Mail,0,6
2023-10-12,Google,3,7
2023-10-12,Meta,0,2
2023-10-12,Organic,0,64
2023-10-12,Other,0,47
2023-10-13,Airbnb,0,0
2023-10-13,Customer IO,0,8
2023-10-13,Direct Mail,0,4
2023-10-13,Meta,0,1
2023-10-13,Organic,2,29
2023-10-13,Other,0,41
2023-10-14,Airbnb,0,0
2023-10-14,Customer IO,0,18
2023-10-14,Direct Mail,0,2
2023-10-14,Google,1,2
2023-10-14,Organic,2,43
2023-10-14,Other,0,35
2023-10-15,Airbnb,0,0
2023-10-15,Customer IO,0,12
2023-10-15,Direct Mail,0,5
2023-10-15,Google,0,1
2023-10-15,Meta,0,6
2023-10-15,Organic,4,26
2023-10-15,Other,0,51
2023-10-16,Airbnb,0,0
2023-10-16,Customer IO,0,4
2023-10-16,Direct Mail,0,10
2023-10-16,Google,1,23
2023-10-16,Meta,0,13
2023-10-16,Organic,1,89
2023-10-16,Other,0,25
2023-10-17,Customer IO,0,27
2023-10-17,Direct Mail,0,21
2023-10-17,Google,2,34
2023-10-17,Meta,0,4
2023-10-17,Organic,5,130
2023-10-17,Other,1,33
2023-10-17,Pinterest,0,1
2023-10-18,Airbnb,0,0
2023-10-18,Criteo,0,2
2023-10-18,Customer IO,0,20
2023-10-18,Direct Mail,0,18
2023-10-18,Google,0,12
2023-10-18,Influencer,0,4
2023-10-18,Meta,0,1
2023-10-18,Organic,7,99
2023-10-18,Other,1,59
2023-10-19,Airbnb,0,0
2023-10-19,Customer IO,0,11
2023-10-19,Direct Mail,0,10
2023-10-19,Google,1,25
2023-10-19,Influencer,0,1
2023-10-19,Meta,0,14
2023-10-19,Organic,1,111
2023-10-19,Other,0,58
2023-10-20,Airbnb,0,0
2023-10-20,Customer IO,0,18
2023-10-20,Direct Mail,0,4
2023-10-20,Google,0,13
2023-10-20,Influencer,0,1
2023-10-20,Meta,0,21
2023-10-20,Organic,1,98
2023-10-20,Other,0,62
2023-10-21,Criteo,0,1
2023-10-21,Customer IO,0,17
2023-10-21,Direct Mail,0,24
2023-10-21,Google,0,28
2023-10-21,Meta,0,45
2023-10-21,Organic,0,92
2023-10-21,Other,0,80
2023-10-22,Customer IO,0,26
2023-10-22,Direct Mail,0,11
2023-10-22,Google,1,33
2023-10-22,Meta,0,45
2023-10-22,Organic,1,74
2023-10-22,Other,0,80
2023-10-23,Airbnb,0,0
2023-10-23,Customer IO,0,13
2023-10-23,Direct Mail,0,3
2023-10-23,Google,1,29
2023-10-23,Meta,0,46
2023-10-23,Organic,2,68
2023-10-23,Other,0,59
2023-10-24,Customer IO,0,19
2023-10-24,Direct Mail,0,3
2023-10-24,Google,0,50
2023-10-24,Meta,0,64
2023-10-24,Organic,2,118
2023-10-24,Other,1,88
2023-10-25,Customer IO,0,29
2023-10-25,Direct Mail,0,15
2023-10-25,Google,2,24
2023-10-25,Influencer,0,1
2023-10-25,Meta,0,76
2023-10-25,Organic,5,105
2023-10-25,Other,0,81
2023-10-26,Customer IO,0,9
2023-10-26,Direct Mail,0,25
2023-10-26,Google,2,21
2023-10-26,Meta,0,51
2023-10-26,Organic,0,68
2023-10-26,Other,0,34
2023-10-27,Airbnb,0,0
2023-10-27,Customer IO,0,8
2023-10-27,Direct Mail,0,20
2023-10-27,Google,1,38
2023-10-27,Meta,0,46
2023-10-27,Organic,3,205
2023-10-27,Other,3,64
2023-10-28,Airbnb,0,0
2023-10-28,Customer IO,0,17
2023-10-28,Direct Mail,0,14
2023-10-28,Google,5,45
2023-10-28,Influencer,0,1
2023-10-28,Meta,0,57
2023-10-28,Organic,1,140
2023-10-28,Other,1,121
2023-10-28,Pinterest,0,1
2023-10-29,Airbnb,0,0
2023-10-29,Customer IO,0,16
2023-10-29,Direct Mail,0,10
2023-10-29,Google,2,30
2023-10-29,Influencer,0,5
2023-10-29,Meta,0,59
2023-10-29,Organic,1,116
2023-10-29,Other,2,71
2023-10-30,Customer IO,0,28
2023-10-30,Direct Mail,0,17
2023-10-30,Google,4,41
2023-10-30,Meta,0,63
2023-10-30,Organic,0,176
2023-10-30,Other,0,68
2023-10-31,Airbnb,0,0
2023-10-31,Customer IO,0,32
2023-10-31,Direct Mail,0,39
2023-10-31,Google,5,36
2023-10-31,Influencer,0,2
2023-10-31,Meta,1,70
2023-10-31,Organic,2,255
2023-10-31,Other,2,143
2023-11-01,Airbnb,0,0
2023-11-01,Customer IO,0,24
2023-11-01,Direct Mail,0,13
2023-11-01,Google,0,28
2023-11-01,Meta,0,88
2023-11-01,Organic,2,147
2023-11-01,Other,2,127
2023-11-02,Customer IO,0,33
2023-11-02,Direct Mail,0,10
2023-11-02,Google,0,25
2023-11-02,Meta,0,87
2023-11-02,Organic,0,123
2023-11-02,Other,1,90
2023-11-03,Airbnb,0,0
2023-11-03,Customer IO,0,29
2023-11-03,Direct Mail,0,11
2023-11-03,Google,2,26
2023-11-03,Meta,0,62
2023-11-03,Organic,2,136
2023-11-03,Other,12,71
2023-11-03,Vrbo,0,0
2023-11-04,Airbnb,0,0
2023-11-04,Customer IO,0,46
2023-11-04,Direct Mail,0,15
2023-11-04,Google,2,28
2023-11-04,Meta,0,63
2023-11-04,Organic,0,103
2023-11-04,Other,14,108
2023-11-04,Vrbo,0,0
2023-11-05,Airbnb,0,0
2023-11-05,Customer IO,0,18
2023-11-05,Direct Mail,0,10
2023-11-05,Google,0,24
2023-11-05,Meta,0,69
2023-11-05,Organic,3,98
2023-11-05,Other,13,82
2023-11-06,Airbnb,0,0
2023-11-06,Customer IO,0,30
2023-11-06,Direct Mail,0,3
2023-11-06,Google,0,22
2023-11-06,Meta,2,57
2023-11-06,Organic,0,100
2023-11-06,Other,17,75
2023-11-07,Airbnb,0,0
2023-11-07,Customer IO,1,12
2023-11-07,Direct Mail,0,5
2023-11-07,Google,0,16
2023-11-07,Meta,1,43
2023-11-07,Organic,4,93
2023-11-07,Other,44,71
2023-11-08,Airbnb,0,0
2023-11-08,Customer IO,1,17
2023-11-08,Direct Mail,1,6
2023-11-08,Google,0,37
2023-11-08,Meta,0,49
2023-11-08,Organic,9,77
2023-11-08,Other,49,61
2023-11-09,Airbnb,0,0
2023-11-09,Customer IO,2,24
2023-11-09,Direct Mail,1,33
2023-11-09,Google,2,35
2023-11-09,Influencer,0,1
2023-11-09,Meta,0,56
2023-11-09,Organic,5,134
2023-11-09,Other,94,87
2023-11-10,Customer IO,3,37
2023-11-10,Direct Mail,0,8
2023-11-10,Google,1,31
