date,channel,bookings,gmv
2023-07-11,Vrbo,1,3309.47
2023-07-12,Airbnb,1,4486.25
2023-07-12,Organic,1,1879.2
2023-07-12,Other,1,4893.28
2023-07-13,Google,1,2209.15
2023-07-13,Organic,1,1041.35
2023-07-13,Other,2,12037.89
2023-07-14,Organic,4,9852.11
2023-07-15,Airbnb,2,25207.86
2023-07-15,Customer IO,1,1866.51
2023-07-15,Organic,5,31642.34
2023-07-15,Other,1,4990.86
2023-07-16,Customer IO,1,732.78
2023-07-16,Organic,1,2284.8
2023-07-16,Vrbo,1,3045.2
2023-07-17,Airbnb,1,3482.3
2023-07-17,Other,1,2096.15
2023-07-18,Airbnb,2,8691.2
2023-07-18,Customer IO,1,9015.78
2023-07-19,Airbnb,1,5622.12
2023-07-20,Airbnb,3,13597.01
2023-07-20,Organic,1,3939.39
2023-07-21,Organic,1,1544.7
2023-07-21,Other,1,3263.4
2023-07-22,Airbnb,1,3464.84
2023-07-22,Customer IO,1,6868.68
2023-07-22,Organic,4,29479.4
2023-07-22,Other,3,9214.04
2023-07-23,Airbnb,4,11611.4
2023-07-24,Organic,1,3612.0
2023-07-25,Airbnb,1,3094.3
2023-07-25,Organic,1,2503.2
2023-07-25,Other,1,2956.8
2023-07-26,Airbnb,1,4341.67
2023-07-26,Organic,2,26138.78
2023-07-26,Other,3,9208.56
2023-07-26,Vrbo,1,14662.27
2023-07-27,Airbnb,1,5268.6
2023-07-28,Airbnb,3,18098.54
2023-07-28,Customer IO,1,3263.4
2023-07-28,Organic,2,3378.64
2023-07-29,Organic,3,13561.06
2023-07-29,Other,1,6210.02
2023-07-30,Airbnb,1,2727.64
2023-07-31,Customer IO,1,5419.13
2023-07-31,Organic,1,2585.15
2023-08-01,Airbnb,1,4887.83
2023-08-01,Organic,1,4014.17
2023-08-02,Airbnb,3,11111.35
2023-08-02,Organic,1,1943.99
2023-08-03,Organic,1,4736.0
2023-08-04,Airbnb,1,5011.5
2023-08-04,Organic,1,4772.58
2023-08-05,Airbnb,2,10630.32
2023-08-06,Airbnb,1,9920.82
2023-08-06,Vrbo,1,3014.84
2023-08-07,Airbnb,1,1844.94
2023-08-07,Customer IO,1,1914.0
2023-08-07,Other,1,2431.68
2023-08-08,Airbnb,1,1603.41
2023-08-08,Organic,1,6751.75
2023-08-09,Airbnb,1,1603.41
2023-08-09,Other,1,3200.07
2023-08-10,Airbnb,3,13105.18
2023-08-10,Organic,2,7034.2
2023-08-10,Other,2,3720.91
2023-08-11,Airbnb,2,6730.92
2023-08-11,Booking,1,3985.0
2023-08-11,Organic,1,1914.0
2023-08-11,Other,2,12626.17
2023-08-11,Vrbo,2,6375.78
2023-08-12,Airbnb,1,4008.04
2023-08-12,Google,1,1352.66
2023-08-13,Booking,1,1809.1
2023-08-13,Organic,1,2170.8
2023-08-13,Other,1,3592.44
2023-08-14,Airbnb,1,2649.07
2023-08-14,Other,1,2397.6
2023-08-15,Google,1,1544.7
2023-08-15,Organic,2,8668.85
2023-08-16,Other,2,8218.8
2023-08-16,Vrbo,1,4078.86
2023-08-17,Airbnb,1,5873.69
2023-08-17,Customer IO,1,2544.0
2023-08-17,Organic,2,7556.54
2023-08-17,Other,1,2805.0
2023-08-18,Airbnb,1,10358.53
2023-08-18,Organic,5,17156.3
2023-08-19,Airbnb,1,3100.12
2023-08-19,Organic,2,6045.59
2023-08-19,Other,1,2755.0
2023-08-21,Airbnb,2,2634.52
2023-08-21,Organic,2,5253.8
2023-08-21,Vrbo,1,2654.2
2023-08-22,Airbnb,1,4134.14
2023-08-22,Other,1,3305.0
2023-08-23,Airbnb,1,3574.31
2023-08-23,Booking,1,1648.21
2023-08-23,Organic,1,2966.02
2023-08-23,Other,1,3878.33
2023-08-23,Vrbo,1,2481.25
2023-08-24,Airbnb,1,4073.37
2023-08-24,Direct Mail,1,2881.5
2023-08-24,Other,2,24583.01
2023-08-25,Airbnb,1,3878.06
2023-08-25,Organic,1,1986.9
2023-08-25,Vrbo,1,3431.6
2023-08-26,Organic,1,3543.68
2023-08-26,Other,1,2969.32
2023-08-27,Customer IO,1,12939.51
2023-08-27,Other,1,28201.6
2023-08-28,Airbnb,1,2546.42
2023-08-28,Direct Mail,1,2874.9
2023-08-28,Other,2,3087.0
2023-08-29,Organic,1,2090.64
2023-08-29,Other,1,6009.9
2023-08-30,Organic,1,3187.13
2023-08-31,Organic,1,9009.1
2023-08-31,Other,1,2041.29
2023-09-01,Airbnb,3,7409.13
2023-09-01,Organic,1,2620.8
2023-09-01,Other,3,13937.52
2023-09-01,Vrbo,1,6550.38
2023-09-02,Airbnb,1,1080.39
2023-09-02,Organic,2,10027.27
2023-09-02,Other,1,5734.4
2023-09-03,Other,2,13655.4
2023-09-04,Airbnb,1,3194.99
2023-09-04,Booking,1,3080.0
2023-09-04,Organic,1,1950.24
2023-09-04,Other,1,7309.5
2023-09-04,Vrbo,1,4841.89
2023-09-05,Organic,1,2671.03
2023-09-06,Airbnb,1,1844.94
2023-09-06,Other,1,2575.8
2023-09-07,Airbnb,1,2259.81
2023-09-07,Other,3,9026.62
2023-09-08,Airbnb,1,2897.81
2023-09-08,Direct Mail,1,1222.89
2023-09-08,Organic,1,1695.94
2023-09-08,Other,2,6237.64
2023-09-09,Airbnb,1,2570.5
2023-09-09,Other,4,29844.79
2023-09-10,Airbnb,2,6808.8
2023-09-10,Other,4,22967.99
2023-09-11,Airbnb,1,2812.65
2023-09-11,Organic,2,4821.59
2023-09-11,Other,1,2839.2
2023-09-11,Vrbo,1,4649.81
2023-09-13,Airbnb,1,8325.51
2023-09-13,Vrbo,1,3822.71
2023-09-14,Airbnb,2,9630.31
2023-09-14,Customer IO,1,4304.8
2023-09-14,Google,1,1825.95
2023-09-14,Organic,1,2884.5
2023-09-15,Airbnb,1,2211.31
2023-09-15,Customer IO,1,1130.26
2023-09-15,Organic,1,2647.35
2023-09-16,Customer IO,3,9295.32
2023-09-16,Organic,1,1334.67
2023-09-16,Other,1,3764.02
2023-09-17,Organic,2,7566.87
2023-09-17,Other,2,12930.8
2023-09-18,Airbnb,1,6221.58
2023-09-18,Customer IO,1,7345.82
2023-09-19,Organic,1,2950.38
2023-09-20,Airbnb,1,8303.2
2023-09-20,Organic,3,12719.55
2023-09-20,Other,2,4364.0
2023-09-21,Airbnb,2,5735.95
2023-09-21,Direct Mail,1,3091.1
2023-09-21,Organic,2,9643.23
2023-09-21,Other,4,16419.19
2023-09-22,Airbnb,1,1522.71
2023-09-22,Customer IO,1,26138.56
2023-09-22,Organic,5,31721.57
2023-09-22,Other,2,6043.95
2023-09-23,Airbnb,2,8296.31
2023-09-23,Other,1,2620.8
2023-09-24,Airbnb,2,18970.88
2023-09-24,Direct Mail,1,3155.0
2023-09-24,Organic,1,1714.62
2023-09-24,Other,1,4223.55
2023-09-25,Customer IO,1,3613.1
2023-09-25,Other,1,4874.01
2023-09-26,Airbnb,1,3858.47
2023-09-26,Organic,2,8794.92
2023-09-27,Airbnb,1,1291.75
2023-09-27,Organic,1,3714.77
2023-09-28,Airbnb,2,4524.64
2023-09-28,Other,1,3119.1
2023-09-29,Airbnb,1,1100.95
2023-09-29,Organic,1,2919.58
2023-09-29,Other,1,7049.92
2023-09-30,Airbnb,1,5319.17
2023-09-30,Google,1,4889.55
2023-09-30,Organic,1,4746.57
2023-09-30,Other,1,6617.7
2023-10-01,Airbnb,2,7164.3
2023-10-01,Other,1,2844.8
2023-10-02,Airbnb,2,5596.41
2023-10-02,Booking,1,2278.55
2023-10-04,Airbnb,2,9698.64
2023-10-04,Organic,2,3747.61
2023-10-04,Other,1,2118.58
2023-10-05,Airbnb,2,4783.11
2023-10-06,Airbnb,2,3487.05
2023-10-06,Direct Mail,1,3243.65
2023-10-06,Organic,2,6672.42
2023-10-06,Other,2,5959.61
2023-10-06,Vrbo,1,5631.91
2023-10-07,Airbnb,2,6177.58
2023-10-07,Organic,1,2642.58
2023-10-07,Other,1,2148.03
2023-10-08,Airbnb,3,13085.04
2023-10-09,Airbnb,1,2108.78
2023-10-09,Other,1,6087.57
2023-10-10,Airbnb,1,4250.54
2023-10-10,Organic,1,2898.5
2023-10-11,Airbnb,1,1553.94
2023-10-11,Other,2,5127.37
2023-10-12,Other,4,11666.74
2023-10-13,Airbnb,1,2073.37
2023-10-13,Organic,1,2898.5
2023-10-13,Other,1,5000.0
2023-10-14,Airbnb,3,7621.04
2023-10-14,Other,2,11464.8
2023-10-15,Airbnb,1,3470.66
2023-10-15,Other,1,2669.55
2023-10-16,Airbnb,2,12177.48
2023-10-16,Organic,1,3078.14
2023-10-16,Other,1,3076.88
2023-10-17,Google,2,6707.52
2023-10-18,Airbnb,2,12193.45
2023-10-18,Google,1,2096.1
2023-10-18,Organic,1,2142.0
2023-10-18,Other,4,6564.6
2023-10-19,Airbnb,2,4935.75
2023-10-20,Airbnb,2,7246.44
2023-10-20,Organic,2,7727.86
2023-10-20,Other,2,7213.74
2023-10-21,Direct Mail,1,4045.75
2023-10-21,Organic,1,7293.55
2023-10-21,Other,2,3514.4
2023-10-22,Organic,1,3723.25
2023-10-22,Other,1,8363.5
2023-10-23,Airbnb,2,4260.19
2023-10-23,Customer IO,1,4528.25
2023-10-23,Organic,1,1987.2
2023-10-23,Other,1,12454.5
2023-10-24,Organic,1,2791.8
2023-10-24,Other,1,1693.99
2023-10-25,Customer IO,1,1422.9
2023-10-25,Organic,1,1531.15
2023-10-25,Other,2,5401.75
2023-10-26,Organic,2,5087.4
2023-10-27,Airbnb,1,6355.78
2023-10-27,Organic,1,2531.2
2023-10-27,Other,2,5753.54
2023-10-28,Airbnb,1,8872.94
2023-10-28,Google,1,6731.7
2023-10-28,Organic,1,2285.32
2023-10-28,Other,1,7788.38
2023-10-29,Airbnb,1,2910.0
2023-10-31,Airbnb,1,5725.8
2023-10-31,Other,1,6008.75
2023-11-01,Airbnb,3,5775.5
2023-11-01,Other,2,6175.9
2023-11-03,Airbnb,1,3929.57
2023-11-03,Other,3,9765.28
2023-11-03,Vrbo,1,9792.25
2023-11-04,Airbnb,1,1373.52
2023-11-04,Other,4,7189.2
2023-11-04,Vrbo,2,13534.69
2023-11-05,Airbnb,4,11102.52
2023-11-06,Other,1,2046.03
2023-11-07,Airbnb,1,5271.95
2023-11-07,Other,4,12218.74
2023-11-08,Airbnb,3,14339.2
2023-11-08,Organic,2,5000.22
2023-11-08,Other,2,5239.95
2023-11-09,Airbnb,4,10267.96
2023-11-09,Customer IO,1,2755.5
2023-11-10,Meta,1,1738.8
2023-11-10,Organic,1,1591.2
2023-11-11,Airbnb,4,32248.98
2023-11-11,Google,1,3355.8
2023-11-11,Other,5,17004.87
2023-11-12,Organic,2,5288.01
2023-11-12,Other,2,20404.6
2023-11-13,Airbnb,1,1798.32
2023-11-13,Customer IO,1,1489.2
2023-11-13,Google,1,2285.0
2023-11-13,Organic,2,16332.59
2023-11-13,Other,1,3324.8
2023-11-14,Airbnb,1,2715.61
2023-11-14,Organic,1,5270.4
2023-11-14,Other,2,3677.3
2023-11-15,Airbnb,2,3756.23
2023-11-15,Customer IO,1,2955.3
2023-11-15,Organic,2,6666.98
2023-11-15,Other,1,1931.31
2023-11-15,Vrbo,1,6715.0
2023-11-16,Airbnb,1,12561.86
2023-11-16,Other,1,1537.35
2023-11-17,Other,1,2955.3
2023-11-18,Customer IO,1,4815.72
2023-11-18,Organic,1,2277.66
2023-11-18,Other,1,14454.0
2023-11-19,Airbnb,4,16902.25
2023-11-19,Direct Mail,1,5315.4
2023-11-19,Other,1,2876.88
2023-11-20,Airbnb,1,2700.48
2023-11-20,Organic,1,2715.03
2023-11-21,Airbnb,1,2568.56
2023-11-21,Organic,2,3848.7
2023-11-22,Customer IO,1,2722.21
2023-11-22,Other,1,2685.81
2023-11-22,Vrbo,2,13853.01
2023-11-23,Organic,1,1395.55
2023-11-23,Other,2,4490.26
2023-11-24,Airbnb,2,4990.39
2023-11-24,Other,2,6420.13
2023-11-25,Airbnb,4,12109.83
2023-11-25,Organic,3,21811.77
2023-11-26,Airbnb,2,3768.84
2023-11-26,Customer IO,1,3523.44
2023-11-26,Organic,1,2642.58
2023-11-27,Airbnb,3,15304.66
2023-11-27,Meta,1,2647.35
2023-11-27,Organic,4,25956.49
2023-11-27,Vrbo,1,8495.0
2023-11-28,Airbnb,1,1813.86
2023-11-28,Customer IO,1,442.4
2023-11-28,Organic,3,5379.83
2023-11-28,Other,1,1998.35
2023-11-28,Vrbo,1,9291.7
2023-11-29,Airbnb,1,2262.99
2023-11-29,Customer IO,1,1937.6
2023-11-29,Organic,2,2484.67
2023-11-29,Other,2,15951.8
2023-11-30,Airbnb,3,9989.53
2023-11-30,Customer IO,1,1714.3
2023-11-30,Direct Mail,1,1235.0
2023-11-30,Other,2,8381.45
2023-12-01,Airbnb,1,3245.45
2023-12-01,Organic,2,4491.6
2023-12-01,Other,1,1485.0
2023-12-02,Airbnb,2,10338.27
2023-12-02,Meta,1,1990.28
2023-12-02,Organic,1,11129.0
2023-12-02,Vrbo,1,9517.93
2023-12-03,Airbnb,2,6558.81
2023-12-03,Google,1,3101.06
2023-12-03,Organic,3,14160.6
2023-12-03,Other,1,3809.9
2023-12-04,Airbnb,2,7181.35
2023-12-04,Other,1,1957.5
2023-12-04,Vrbo,1,7664.97
2023-12-05,Airbnb,3,4174.82
2023-12-05,Other,2,3727.88
2023-12-05,Vrbo,1,3836.0
2023-12-06,Airbnb,2,4800.72
2023-12-06,Organic,1,3235.43
2023-12-06,Other,1,3913.6
2023-12-07,Airbnb,3,12942.92
2023-12-07,Organic,1,5633.4
2023-12-07,Other,3,9205.01
2023-12-08,Airbnb,1,1909.74
2023-12-08,Organic,1,1418.75
2023-12-08,Other,2,3680.1
2023-12-08,Vrbo,1,14287.46
2023-12-09,Airbnb,1,3726.74
2023-12-09,Other,1,2626.05
2023-12-10,Airbnb,4,11608.18
2023-12-10,Direct Mail,1,3226.39
2023-12-10,Organic,1,2551.61
2023-12-10,Other,1,1495.2
2023-12-11,Airbnb,2,12072.1
2023-12-11,Organic,3,15672.73
2023-12-11,Other,2,9522.81
2023-12-12,Airbnb,3,7402.07
2023-12-12,Direct Mail,1,656.73
2023-12-12,Organic,1,3131.1
2023-12-12,Other,2,9813.54
2023-12-13,Airbnb,2,9465.14
2023-12-13,Meta,1,722.4
2023-12-13,Organic,1,3118.04
2023-12-13,Other,1,2620.9
2023-12-14,Airbnb,1,3260.23
2023-12-14,Other,2,17804.95
2023-12-14,Vrbo,1,6003.96
2023-12-15,Airbnb,2,8096.91
2023-12-15,Customer IO,1,8164.8
2023-12-15,Other,1,2880.01
2023-12-16,Organic,3,9913.5
2023-12-16,Other,4,19502.89
2023-12-17,Airbnb,2,4218.41
2023-12-17,Organic,5,18104.58
2023-12-17,Other,3,7324.8
2023-12-18,Airbnb,2,3988.64
2023-12-18,Organic,1,4894.8
2023-12-19,Organic,1,3659.25
2023-12-20,Manual,1,2564.55
2023-12-20,Organic,1,4381.35
2023-12-21,Airbnb,1,3421.48
2023-12-22,Organic,3,6395.52
2023-12-23,Airbnb,1,2547.22
2023-12-23,Customer IO,1,1030.49
2023-12-23,Google,1,4821.44
2023-12-23,Organic,2,10993.71
2023-12-23,Other,1,1428.36
2023-12-24,Airbnb,1,12801.28
2023-12-24,Organic,2,11490.44
2023-12-24,Other,2,3742.32
2023-12-25,Organic,2,6823.34
2023-12-26,Organic,2,11713.62
2023-12-27,Airbnb,2,7240.47
2023-12-27,Meta,1,1455.0
2023-12-27,Organic,1,2401.61
2023-12-27,Vrbo,1,2793.31
2023-12-28,Organic,1,4365.9
2023-12-28,Other,1,3134.18
2023-12-28,Vrbo,1,7291.46
2023-12-29,Airbnb,1,3590.5
2023-12-29,Customer IO,2,7358.51
2023-12-29,Organic,1,23005.63
2023-12-29,Other,4,18082.65
2023-12-30,Airbnb,2,3291.98
2023-12-30,Customer IO,1,11765.88
2023-12-30,Organic,3,6450.38
2023-12-30,Other,4,14109.41
2023-12-31,Airbnb,1,831.58
2023-12-31,Organic,2,4892.57
2023-12-31,Other,3,8330.65
2024-01-01,Airbnb,1,2779.98
2024-01-01,Other,2,14424.34
2024-01-02,Airbnb,4,8682.18
2024-01-02,Organic,1,1746.8
2024-01-02,Other,1,1126.68
2024-01-03,Airbnb,2,2380.91
2024-01-03,Organic,3,12578.45
2024-01-03,Other,2,47998.7
2024-01-03,Vrbo,1,5686.8
2024-01-04,Airbnb,3,11589.29
2024-01-04,Customer IO,1,2011.05
2024-01-04,Organic,1,1337.81
2024-01-04,Other,1,4171.95
2024-01-05,Airbnb,2,4691.31
2024-01-05,Google,1,5387.4
2024-01-05,Vrbo,2,5160.72
2024-01-06,Vrbo,1,4411.05
2024-01-07,Airbnb,2,4335.9
2024-01-07,Customer IO,1,4471.05
2024-01-07,Google,1,2600.09
2024-01-07,Organic,3,33171.4
2024-01-07,Other,1,3351.75
2024-01-08,Airbnb,2,6532.95
2024-01-08,Organic,2,4007.3
2024-01-08,Other,4,24102.8
2024-01-08,Vrbo,2,11867.06
2024-01-09,Organic,2,4542.3
2024-01-09,Other,3,14703.94
2024-01-10,Airbnb,5,32973.79
2024-01-10,Organic,1,1856.25
2024-01-10,Other,1,1826.55
2024-01-10,Vrbo,1,22086.04
2024-01-11,Airbnb,3,9709.7
2024-01-11,Other,3,4663.41
2024-01-11,Vrbo,1,4441.25
2024-01-12,Airbnb,3,12446.11
2024-01-12,Customer IO,1,2478.56
2024-01-12,Organic,2,12302.1
2024-01-12,Other,3,9888.94
2024-01-13,Airbnb,5,20621.23
2024-01-13,Google,1,8239.32
2024-01-13,Organic,1,1490.6
2024-01-13,Other,2,22132.6
2024-01-14,Airbnb,3,10950.02
2024-01-14,Organic,1,6439.05
2024-01-14,Other,11,39298.5
2024-01-14,Vrbo,1,5565.29
2024-01-15,Organic,3,10229.04
2024-01-15,Other,2,4645.8
2024-01-16,Airbnb,1,1553.94
2024-01-16,Organic,4,35362.37
2024-01-16,Other,3,6681.28
2024-01-17,Airbnb,2,7681.43
2024-01-17,Customer IO,1,3804.8
2024-01-17,Organic,2,6169.83
2024-01-17,Other,1,2982.0
2024-01-18,Airbnb,2,12031.8
2024-01-18,Organic,1,4398.75
2024-01-19,Airbnb,5,19414.45
2024-01-19,Direct Mail,1,2021.2
2024-01-19,Google,1,2933.55
2024-01-19,Organic,1,4172.52
2024-01-19,Other,4,8786.11
2024-01-19,Vrbo,1,6074.14
2024-01-20,Airbnb,1,6038.54
2024-01-20,Organic,1,3522.6
2024-01-20,Other,2,4727.55
2024-01-20,Vrbo,1,7773.32
2024-01-21,Airbnb,1,7051.71
2024-01-21,Customer IO,1,5765.2
2024-01-21,Organic,2,10466.7
2024-01-21,Other,1,6843.75
2024-01-21,Vrbo,1,4185.17
2024-01-22,Customer IO,1,1771.16
2024-01-22,Organic,1,5227.7
2024-01-22,Other,3,7586.15
2024-01-23,Airbnb,2,9824.16
2024-01-23,Organic,3,8321.28
2024-01-23,Other,2,8300.26
2024-01-24,Airbnb,4,16697.1
2024-01-24,Customer IO,1,1731.26
2024-01-24,Organic,1,6345.51
2024-01-25,Airbnb,1,2522.0
2024-01-25,Customer IO,1,1703.55
2024-01-25,Direct Mail,1,2615.2
2024-01-25,Organic,2,13079.4
2024-01-26,Airbnb,2,11418.84
2024-01-26,Customer IO,1,1668.75
2024-01-26,Organic,2,13200.25
2024-01-26,Other,1,8000.67
2024-01-27,Airbnb,1,1304.09
2024-01-27,Customer IO,3,9421.22
2024-01-27,Organic,6,30264.17
2024-01-27,Other,2,7897.45
2024-01-28,Airbnb,2,14806.84
2024-01-28,Customer IO,1,2995.05
2024-01-28,Organic,6,33638.2
2024-01-28,Other,3,17021.19
2024-01-28,Vrbo,1,3179.68
2024-01-29,Airbnb,3,6477.14
2024-01-29,Customer IO,1,1427.93
2024-01-29,Organic,1,2060.76
2024-01-29,Other,2,10188.65
2024-01-30,Airbnb,2,4288.37
2024-01-30,Organic,3,8653.73
2024-01-30,Other,4,18272.4
2024-01-30,Vrbo,1,16262.23
2024-01-31,Airbnb,1,11444.59
2024-01-31,Customer IO,1,1481.25
2024-01-31,Other,1,1168.75
2024-02-01,Airbnb,1,2522.0
2024-02-01,Customer IO,1,6354.72
2024-02-01,Organic,1,8753.5
2024-02-01,Other,2,7613.4
2024-02-01,Vrbo,1,16283.11
2024-02-02,Airbnb,1,10131.65
2024-02-02,Direct Mail,1,4770.78
2024-02-02,Organic,1,2616.0
2024-02-02,Other,3,12830.74
2024-02-03,Airbnb,3,12544.7
2024-02-03,Google,1,2475.0
2024-02-03,Organic,1,2816.0
2024-02-03,Other,2,5079.15
2024-02-04,Airbnb,2,4091.46
2024-02-04,Google,1,368.75
2024-02-05,Airbnb,3,7747.86
2024-02-05,Customer IO,1,6996.28
2024-02-05,Organic,2,5227.1
2024-02-05,Other,1,1922.08
2024-02-05,Vrbo,1,3602.97
2024-02-06,Organic,4,14038.95
2024-02-07,Airbnb,1,3674.36
2024-02-07,Google,1,2231.25
2024-02-07,Organic,4,45228.5
2024-02-07,Vrbo,2,17510.26
2024-02-08,Airbnb,2,4582.76
2024-02-08,Organic,1,3111.9
2024-02-08,Other,1,7497.0
2024-02-09,Airbnb,2,3904.42
2024-02-09,Customer IO,1,3356.26
2024-02-09,Organic,5,37133.18
2024-02-09,Other,2,9872.78
2024-02-10,Airbnb,2,6071.89
2024-02-10,Organic,2,6681.65
2024-02-10,Other,2,8037.2
2024-02-10,Vrbo,1,3521.48
2024-02-11,Airbnb,4,13754.82
2024-02-11,Google,1,2862.0
2024-02-11,Organic,4,26304.71
2024-02-12,Airbnb,5,14236.98
2024-02-12,Customer IO,3,20935.16
2024-02-12,Google,1,3876.0
2024-02-12,Organic,4,18629.3
2024-02-13,Airbnb,3,13818.62
2024-02-13,Customer IO,1,2933.55
2024-02-13,Organic,1,9375.08
2024-02-13,Other,4,18335.18
2024-02-13,Vrbo,2,9698.39
2024-02-14,Airbnb,1,3808.22
2024-02-14,Organic,1,2211.18
2024-02-14,Other,2,5968.97
2024-02-15,Airbnb,1,3988.64
2024-02-15,Organic,5,18712.08
2024-02-15,Other,2,12034.8
2024-02-16,Airbnb,1,2207.72
2024-02-16,Customer IO,2,6004.25
2024-02-17,Airbnb,3,6437.31
2024-02-17,Customer IO,2,6873.45
2024-02-17,Meta,1,1596.0
2024-02-17,Organic,1,6081.25
2024-02-17,Other,1,6002.4
2024-02-18,Airbnb,2,6680.68
2024-02-18,Customer IO,2,11071.45
2024-02-18,Organic,1,3192.48
2024-02-18,Other,2,26207.72
2024-02-18,Vrbo,1,1476.18
2024-02-19,Airbnb,1,2417.24
2024-02-19,Google,1,2069.33
2024-02-19,Organic,4,23852.34
2024-02-20,Airbnb,3,8227.54
2024-02-20,Vrbo,1,8375.87
2024-02-21,Airbnb,3,10154.35
2024-02-21,Customer IO,1,3979.06
2024-02-21,Organic,1,2481.25
2024-02-22,Airbnb,1,2411.42
2024-02-22,Organic,1,1351.6
2024-02-23,Airbnb,1,3072.96
2024-02-23,Organic,1,2542.75
2024-02-23,Other,1,945.13
2024-02-24,Airbnb,3,7571.82
2024-02-25,Organic,5,21985.57
2024-02-25,Other,1,2084.65
2024-02-26,Airbnb,2,4017.74
2024-02-26,Customer IO,1,4393.75
2024-02-26,Organic,2,6203.93
2024-02-26,Other,2,7677.0
2024-02-27,Airbnb,1,1522.9
2024-02-27,Customer IO,2,8262.56
2024-02-27,Organic,4,15339.38
2024-02-27,Other,1,12000.33
2024-02-28,Airbnb,2,4334.17
2024-02-28,Customer IO,1,2671.8
2024-02-28,Organic,3,16039.9
2024-02-28,Other,3,14092.55
2024-02-28,Vrbo,1,6562.22
2024-02-29,Airbnb,2,12264.68
2024-02-29,Organic,3,9456.23
2024-02-29,Other,2,7032.65
2024-02-29,Vrbo,1,8455.31
2024-03-01,Airbnb,4,10045.0
2024-03-01,Organic,3,10368.23
2024-03-01,Other,2,9013.42
2024-03-02,Airbnb,2,8675.68
2024-03-02,Organic,2,8990.4
2024-03-02,Other,1,2103.9
2024-03-02,Vrbo,1,1498.19
2024-03-03,Airbnb,2,4149.66
2024-03-03,Organic,4,15518.81
2024-03-03,Other,2,3907.7
2024-03-04,Airbnb,3,6702.02
2024-03-04,Meta,2,5816.15
2024-03-04,Organic,3,15215.33
2024-03-04,Other,2,11824.21
2024-03-04,Vrbo,1,6257.91
2024-03-05,Airbnb,2,10144.16
2024-03-05,Customer IO,2,28524.25
2024-03-05,Google,1,2366.0
2024-03-05,Organic,3,6275.81
2024-03-05,Other,1,3548.56
2024-03-05,Vrbo,2,10637.48
2024-03-06,Airbnb,5,20431.31
2024-03-06,Organic,1,6811.02
2024-03-06,Other,1,2370.0
2024-03-07,Airbnb,3,5058.4
2024-03-07,Customer IO,1,1283.4
2024-03-07,Google,2,9824.98
2024-03-07,Organic,1,16862.13
2024-03-07,Other,5,12112.83
2024-03-07,Vrbo,1,9053.9
2024-03-08,Airbnb,5,19767.44
2024-03-08,Customer IO,3,4341.78
2024-03-08,Organic,3,29808.68
2024-03-08,Other,5,16436.6
2024-03-08,Vrbo,1,9879.07
2024-03-09,Airbnb,5,11323.29
2024-03-09,Organic,4,17869.87
2024-03-09,Other,2,16326.7
2024-03-10,Airbnb,4,12293.15
2024-03-10,Organic,1,2238.7
2024-03-10,Other,1,6487.85
2024-03-11,Airbnb,4,15930.07
2024-03-11,Customer IO,1,1856.25
2024-03-11,Other,3,17621.0
2024-03-11,Vrbo,2,17077.3
2024-03-12,Airbnb,2,5640.55
2024-03-12,Organic,2,6664.6
2024-03-12,Other,3,8486.51
2024-03-13,Airbnb,2,6182.88
2024-03-13,Organic,2,13384.3
2024-03-13,Other,1,1705.56
2024-03-14,Airbnb,1,3627.8
2024-03-14,Customer IO,1,6974.9
2024-03-14,Organic,3,15968.94
2024-03-14,Other,3,10421.05
2024-03-14,Vrbo,1,7023.0
2024-03-15,Airbnb,3,16491.36
2024-03-16,Airbnb,4,16005.02
2024-03-16,Customer IO,1,4890.0
2024-03-16,Organic,1,5136.0
2024-03-16,Other,3,24800.78
2024-03-16,Vrbo,1,22513.02
2024-03-17,Airbnb,1,3403.73
2024-03-17,Other,3,25993.2
2024-03-17,Vrbo,1,3027.79
2024-03-18,Organic,2,8161.79
2024-03-18,Vrbo,1,5359.69
2024-03-19,Airbnb,4,15937.97
2024-03-19,Customer IO,1,8674.32
2024-03-19,Organic,5,38666.84
2024-03-19,Other,1,3475.55
2024-03-19,Vrbo,1,7307.33
2024-03-20,Airbnb,7,26909.49
2024-03-20,Google,1,6696.0
2024-03-20,Organic,1,2421.18
2024-03-20,Other,1,2856.0
2024-03-21,Airbnb,2,2938.13
2024-03-21,Customer IO,3,14594.54
2024-03-21,Meta,1,2294.75
2024-03-21,Other,3,31043.2
2024-03-22,Airbnb,1,3137.22
2024-03-22,Customer IO,1,5273.1
2024-03-22,Organic,2,17060.2
2024-03-22,Other,4,10314.08
2024-03-23,Airbnb,7,23502.78
2024-03-23,Organic,2,11576.0
2024-03-23,Other,1,3118.05
2024-03-23,Vrbo,1,4443.96
2024-03-24,Airbnb,6,47006.34
2024-03-24,Google,1,2942.1
2024-03-24,Organic,3,8148.51
2024-03-24,Other,2,10613.4
2024-03-25,Airbnb,4,17663.31
2024-03-25,Customer IO,2,6781.43
2024-03-25,Organic,1,3641.7
2024-03-25,Other,4,16678.79
2024-03-25,Vrbo,1,3531.42
2024-03-26,Airbnb,2,4315.48
2024-03-26,Organic,3,6033.7
2024-03-26,Other,2,25314.0
2024-03-27,Airbnb,3,22746.5
2024-03-27,Organic,1,3372.8
2024-03-27,Other,1,793.52
2024-03-27,Vrbo,1,8636.73
2024-03-28,Airbnb,2,7414.15
