date,channel,spend,clicks,impressions
2023-10-10,Google,473.18,410,61592
2023-10-10,Meta,699.32,324,36493
2023-10-10,Pinterest,50.94,168,12230
2023-10-11,Google,560.42,477,69376
2023-10-11,Meta,687.16,375,42120
2023-10-11,Pinterest,50.55,121,13318
2023-10-12,Google,499.63,456,46870
2023-10-12,Meta,673.08,336,37253
2023-10-12,Pinterest,50.05,133,13030
2023-10-13,Google,437.75,504,70503
2023-10-13,Meta,634.68,234,50481
2023-10-13,Pinterest,47.42,124,12798
2023-10-14,Google,447.37,591,53856
2023-10-14,Meta,609.13,242,48563
2023-10-14,Pinterest,48.3,175,15119
2023-10-15,Google,543.97,591,82344
2023-10-15,Meta,682.17,257,59291
2023-10-15,Pinterest,51.5,234,17804
2023-10-16,Google,454.77,555,53782
2023-10-16,Meta,667.4,180,52014
2023-10-16,Pinterest,51.24,220,19384
2023-10-17,Google,403.26,498,50629
2023-10-17,Meta,620.75,265,37231
2023-10-17,Pinterest,50.94,201,16355
2023-10-18,Google,473.54,767,47609
2023-10-18,Meta,585.93,283,46402
2023-10-18,Pinterest,50.55,248,16565
2023-10-19,Google,433.65,460,47606
2023-10-19,Meta,594.13,476,35468
2023-10-19,Pinterest,50.05,191,14935
2023-10-20,Google,515.98,817,47075
2023-10-20,Meta,576.78,619,31966
2023-10-20,Pinterest,49.3,223,13549
2023-10-21,Google,443.13,761,46570
2023-10-21,Meta,628.26,770,37837
2023-10-21,Pinterest,46.43,231,15820
2023-10-22,Google,471.38,946,49584
2023-10-22,Meta,754.41,1130,92323
2023-10-22,Pinterest,51.5,302,20325
2023-10-23,Google,423.07,853,50965
2023-10-23,Meta,827.31,1130,87345
2023-10-23,Pinterest,51.24,269,20382
2023-10-24,Google,535.47,512,41191
2023-10-24,Meta,823.82,1259,99155
2023-10-24,Pinterest,2.78,20,1288
2023-10-25,Google,473.22,575,44775
2023-10-25,Meta,874.63,1231,83234
2023-10-25,Pinterest,0.0,3,137
2023-10-26,Google,436.76,567,32360
2023-10-26,Meta,884.98,1283,72734
2023-10-26,Pinterest,0.0,4,139
2023-10-27,Google,520.28,883,50547
2023-10-27,Meta,891.94,1198,70380
2023-10-27,Pinterest,0.0,1,92
2023-10-28,Google,505.34,656,35144
2023-10-28,Meta,903.84,1397,78254
2023-10-28,Pinterest,0.0,7,106
2023-10-29,Google,504.0,653,56043
2023-10-29,Meta,888.1,1399,79703
2023-10-29,Pinterest,0.0,0,103
2023-10-30,Google,498.21,554,47649
2023-10-30,Meta,938.7,1453,76789
2023-10-30,Pinterest,0.0,1,119
2023-10-31,Google,962.18,734,33674
2023-10-31,Meta,959.1,1471,77680
2023-10-31,Pinterest,0.0,5,98
2023-11-01,Google,637.29,829,35856
2023-11-01,Meta,901.73,1572,91966
2023-11-01,Pinterest,0.0,0,82
2023-11-02,Google,504.3,1193,45456
2023-11-02,Meta,896.07,1423,73191
2023-11-02,Pinterest,0.0,0,106
2023-11-03,Google,684.71,1257,39334
2023-11-03,Meta,1136.53,1393,81893
2023-11-03,Pinterest,0.0,1,54
2023-11-04,Google,867.92,1299,51862
2023-11-04,Meta,1201.05,1709,79681
2023-11-04,Pinterest,0.0,1,74
2023-11-05,Google,809.03,1513,36036
2023-11-05,Meta,1332.1,1872,92880
2023-11-05,Pinterest,0.0,4,56
2023-11-06,Google,693.31,1235,30400
2023-11-06,Meta,1432.44,1902,99260
2023-11-06,Pinterest,0.0,10,74
2023-11-07,Google,695.94,1860,36784
2023-11-07,Meta,1396.54,1958,93479
2023-11-07,Pinterest,0.0,0,46
2023-11-08,Google,689.12,1569,30285
2023-11-08,Meta,1331.02,1632,93835
2023-11-08,Pinterest,0.0,1,58
2023-11-09,Google,684.91,1278,31248
2023-11-09,Meta,1448.24,1685,92320
2023-11-09,Pinterest,0.0,2,47
2023-11-10,Google,656.52,1258,32930
2023-11-10,Meta,1443.28,1545,92362
2023-11-10,Pinterest,0.0,0,37
2023-11-11,Google,555.43,1226,34238
2023-11-11,Meta,1431.86,1812,93976
2023-11-11,Pinterest,0.0,1,66
2023-11-12,Google,607.15,1705,31766
2023-11-12,Meta,1139.59,1635,83906
2023-11-12,Pinterest,0.0,2,51
2023-11-13,Google,347.46,978,31586
2023-11-13,Influencer,6000.0,0,0
2023-11-13,Meta,771.58,729,40336
2023-11-13,Pinterest,3.96,17,1176
2023-11-14,Google,497.88,1192,30756
2023-11-14,Meta,684.5,551,32802
2023-11-14,Pinterest,71.93,200,15765
2023-11-15,Google,520.79,1422,36083
2023-11-15,Meta,666.42,518,33959
2023-11-15,Pinterest,101.42,234,17568
2023-11-16,Google,490.84,808,38026
2023-11-16,Meta,670.69,500,30472
2023-11-16,Pinterest,102.81,247,17579
2023-11-17,Google,513.55,721,40849
2023-11-17,Meta,821.54,915,49022
2023-11-17,Pinterest,98.49,282,19865
2023-11-18,Google,541.93,1184,46871
2023-11-18,Meta,794.79,1106,54762
2023-11-18,Pinterest,98.12,334,19690
2023-11-19,Google,513.52,1270,43437
2023-11-19,Meta,706.11,821,46985
2023-11-19,Pinterest,101.67,348,22586
2023-11-20,Google,535.9,1387,40361
2023-11-20,Meta,666.78,668,47454
2023-11-20,Pinterest,98.64,291,21886
2023-11-21,Google,513.01,1304,37355
2023-11-21,Meta,651.31,701,43918
2023-11-21,Pinterest,99.69,266,19407
2023-11-22,Google,453.09,1066,28109
2023-11-22,Meta,738.9,736,42657
2023-11-22,Pinterest,96.71,247,17129
2023-11-23,Google,551.84,1553,47164
2023-11-23,Meta,731.58,812,44868
2023-11-23,Pinterest,99.59,285,16474
2023-11-24,Google,495.61,1186,45848
2023-11-24,Meta,720.25,651,37603
2023-11-24,Pinterest,104.9,294,16670
2023-11-25,Google,493.06,1818,44054
2023-11-25,Meta,717.0,752,45370
2023-11-25,Pinterest,97.3,307,18675
2023-11-26,Google,742.91,1408,44106
2023-11-26,Meta,771.91,941,59268
2023-11-26,Pinterest,103.0,377,22189
2023-11-27,Google,604.8,1547,33047
2023-11-27,Meta,744.0,665,43673
2023-11-27,Pinterest,95.57,236,18790
2023-11-28,Google,642.5,1470,35984
2023-11-28,Meta,601.7,488,31969
2023-11-28,Pinterest,103.01,248,20012
2023-11-29,Google,597.91,1609,44119
2023-11-29,Meta,503.4,389,24021
2023-11-29,Pinterest,102.59,220,19309
2023-11-30,Google,602.76,811,36480
2023-11-30,Meta,925.44,503,38460
2023-11-30,Pinterest,101.06,233,20161
2023-12-01,Google,592.36,1265,39207
2023-12-01,Meta,1170.27,579,49600
2023-12-01,Pinterest,95.5,247,20051
2023-12-02,Google,670.8,1366,45438
2023-12-02,Meta,1154.49,600,55986
2023-12-02,Pinterest,99.26,292,19886
2023-12-03,Google,747.26,1382,48248
2023-12-03,Meta,1231.6,664,62748
2023-12-03,Pinterest,101.14,336,23411
2023-12-04,Google,655.24,1644,43121
2023-12-04,Meta,1156.9,569,51287
2023-12-04,Pinterest,98.84,266,22697
2023-12-05,Google,755.9,1656,46605
2023-12-05,Meta,1241.87,531,48671
2023-12-05,Pinterest,100.77,237,21091
2023-12-06,Google,585.0,1226,42963
2023-12-06,Meta,1253.04,456,44826
2023-12-06,Pinterest,101.29,200,17912
2023-12-07,Google,630.3,1334,44209
2023-12-07,Meta,1259.56,471,41667
2023-12-07,Pinterest,99.93,213,17928
2023-12-08,Google,524.12,1625,59057
2023-12-08,Meta,1105.93,421,35114
2023-12-08,Pinterest,97.74,203,17372
2023-12-09,Google,693.38,1896,97623
2023-12-09,Meta,1048.61,344,28697
2023-12-09,Pinterest,100.29,219,16443
2023-12-10,Google,570.76,1825,78293
2023-12-10,Meta,1191.81,419,35974
2023-12-10,Pinterest,103.0,288,20013
2023-12-11,Google,637.84,1975,69611
2023-12-11,Meta,977.52,343,32956
2023-12-11,Pinterest,99.07,256,21223
2023-12-12,Google,674.63,1558,68424
2023-12-12,Meta,887.33,321,29239
2023-12-12,Pinterest,101.23,208,20278
2023-12-13,Google,889.69,2419,60742
2023-12-13,Meta,873.68,334,29505
2023-12-13,Pinterest,98.78,208,19276
2023-12-14,Google,935.34,2082,78061
2023-12-14,Meta,850.08,286,25282
2023-12-14,Pinterest,98.76,226,17155
2023-12-15,Google,957.22,2421,87051
2023-12-15,Meta,850.19,316,25241
2023-12-15,Pinterest,99.55,168,17217
2023-12-16,Google,1037.94,2485,115568
2023-12-16,Meta,733.96,223,21010
2023-12-16,Pinterest,99.59,223,18084
2023-12-17,Google,1105.65,2476,115449
2023-12-17,Influencer,650.0,0,0
2023-12-17,Meta,797.74,284,26598
2023-12-17,Pinterest,103.0,240,18883
2023-12-18,Google,910.82,2191,66646
2023-12-18,Meta,635.68,224,17916
2023-12-18,Pinterest,98.39,219,19878
2023-12-19,Google,985.68,2097,62548
2023-12-19,Meta,634.11,230,28598
2023-12-19,Pinterest,100.54,236,19304
2023-12-20,Google,914.36,2076,65581
2023-12-20,Meta,930.32,378,43289
2023-12-20,Pinterest,99.41,210,18161
2023-12-21,Google,977.68,2292,60592
2023-12-21,Meta,939.64,429,47850
2023-12-21,Pinterest,99.86,216,17322
2023-12-22,Google,895.99,2464,77839
2023-12-22,Meta,880.49,471,43117
2023-12-22,Pinterest,100.08,193,15885
2023-12-23,Google,937.26,2494,85915
2023-12-23,Meta,914.49,449,45396
2023-12-23,Pinterest,97.79,229,15674
2023-12-24,Google,889.2,2298,85459
2023-12-24,Meta,1008.79,551,52535
2023-12-24,Pinterest,100.43,257,16175
2023-12-25,Google,869.11,1972,77602
2023-12-25,Meta,967.93,563,53739
2023-12-25,Pinterest,102.42,253,16956
2023-12-26,Google,990.56,2081,68339
2023-12-26,Meta,933.07,522,52334
2023-12-26,Pinterest,100.02,317,23294
2023-12-27,Google,877.81,1486,65459
2023-12-27,Meta,910.23,583,47465
2023-12-27,Pinterest,99.49,349,25985
2023-12-28,Google,805.9,1576,93617
2023-12-28,Meta,921.95,606,51997
2023-12-28,Pinterest,97.73,290,25984
2023-12-29,Google,888.94,2174,71023
2023-12-29,Meta,863.62,532,44961
2023-12-29,Pinterest,102.59,302,25518
2023-12-30,Google,782.15,2230,86261
2023-12-30,Meta,902.15,598,51285
2023-12-30,Pinterest,97.31,324,25139
2023-12-31,Google,895.28,2143,75384
2023-12-31,Meta,975.29,538,54232
2023-12-31,Pinterest,103.0,395,30505
2024-01-01,Google,1028.38,2562,103906
2024-01-01,Meta,925.2,629,67568
2024-01-01,Pinterest,102.49,387,33865
2024-01-02,Google,939.02,2288,83767
2024-01-02,Meta,912.47,557,60853
2024-01-02,Pinterest,100.84,415,31570
2024-01-03,Google,991.67,2167,119131
2024-01-03,Meta,888.8,539,48200
2024-01-03,Pinterest,100.97,414,30697
2024-01-04,Google,851.28,2349,105240
2024-01-04,Influencer,1500.0,0,0
2024-01-04,Meta,799.83,376,47187
2024-01-04,Pinterest,100.1,299,26357
2024-01-05,Google,604.55,1463,41539
2024-01-05,Meta,368.68,196,22638
2024-01-05,Pinterest,99.18,391,26808
2024-01-06,Google,764.81,1239,25261
2024-01-06,Meta,285.72,184,16586
2024-01-06,Pinterest,93.41,416,25819
2024-01-07,Google,491.05,1340,26408
2024-01-07,Meta,318.07,228,20621
2024-01-07,Pinterest,103.0,477,27820
2024-01-08,Google,571.37,1439,42610
2024-01-08,Meta,125.41,120,9249
2024-01-08,Pinterest,102.11,290,25625
2024-01-09,Google,593.08,1506,33124
2024-01-09,Meta,99.78,172,8428
2024-01-09,Pinterest,101.95,312,26504
2024-01-10,Google,763.07,1174,33341
2024-01-10,Meta,523.66,793,63283
2024-01-10,Pinterest,99.13,326,28428
2024-01-11,Google,504.76,1282,36316
2024-01-11,Meta,565.57,1534,86478
2024-01-11,Pinterest,98.64,344,29198
2024-01-12,Google,618.24,1692,33454
2024-01-12,Meta,476.17,320,31184
2024-01-12,Pinterest,100.51,340,29023
2024-01-13,Google,709.92,1307,48250
2024-01-13,Meta,400.8,305,24490
2024-01-13,Pinterest,94.66,421,28285
2024-01-14,Google,678.15,1171,36029
2024-01-14,Meta,368.42,314,19854
2024-01-14,Pinterest,103.0,454,31594
2024-01-15,Google,591.03,1382,30733
2024-01-15,Meta,361.57,241,19095
2024-01-15,Pinterest,61.79,270,19656
2024-01-16,Google,637.92,1238,32006
2024-01-16,Meta,354.12,219,17133
2024-01-16,Pinterest,0.13,7,253
2024-01-17,Google,863.5,1497,28171
2024-01-17,Meta,345.52,217,17468
2024-01-17,Pinterest,0.0,1,179
2024-01-18,Google,1474.27,2055,41316
2024-01-18,Meta,428.86,246,19774
2024-01-18,Pinterest,0.0,8,212
2024-01-19,Google,1478.14,1487,29040
2024-01-19,Meta,546.59,313,25323
2024-01-19,Pinterest,0.0,1,191
2024-01-20,Google,1343.04,1230,24151
2024-01-20,Meta,547.08,388,26938
2024-01-20,Pinterest,0.0,6,201
2024-01-21,Google,1100.47,1000,19583
2024-01-21,Meta,577.95,491,30979
2024-01-21,Pinterest,0.0,6,200
2024-01-22,Google,1010.76,883,19267
2024-01-22,Meta,562.28,424,30808
2024-01-22,Pinterest,0.0,7,217
2024-01-23,Google,860.43,798,20185
2024-01-23,Meta,554.25,398,30448
2024-01-23,Pinterest,92.82,148,23956
2024-01-24,Google,1072.61,1408,37267
2024-01-24,Meta,547.24,387,33138
2024-01-24,Pinterest,108.84,196,21901
2024-01-25,Google,1020.03,1303,34269
2024-01-25,Meta,596.47,393,37441
2024-01-25,Pinterest,107.76,276,18916
2024-01-26,Google,866.21,907,27932
2024-01-26,Meta,722.41,565,42427
2024-01-26,Pinterest,101.56,270,14875
2024-01-27,Google,1299.89,1746,42697
2024-01-27,Meta,757.54,812,43309
2024-01-27,Pinterest,101.35,259,13089
2024-01-28,Google,1077.43,1530,36722
2024-01-28,Meta,777.0,708,49323
2024-01-28,Pinterest,101.1,317,15663
2024-01-29,Google,996.64,1156,37417
2024-01-29,Meta,819.75,706,54448
2024-01-29,Pinterest,100.24,242,16298
2024-01-30,Google,792.15,703,23359
2024-01-30,Meta,806.74,722,53797
2024-01-30,Pinterest,99.46,243,14951
2024-01-31,Google,892.81,839,27983
2024-01-31,Meta,787.07,600,43693
2024-01-31,Pinterest,100.5,231,13068
2024-02-01,Google,1071.47,1346,31329
2024-02-01,Influencer,10000.0,0,0
2024-02-01,Meta,777.39,565,52562
2024-02-01,Pinterest,101.69,295,14639
2024-02-02,Google,1257.57,1069,35068
2024-02-02,Meta,756.26,541,47827
2024-02-02,Pinterest,99.76,295,14790
2024-02-03,Google,962.46,991,26041
2024-02-03,Meta,812.12,598,51781
2024-02-03,Pinterest,97.24,330,17364
2024-02-04,Google,730.59,516,14761
2024-02-04,Meta,839.83,609,55952
2024-02-04,Pinterest,99.62,358,19113
2024-02-05,Google,500.59,294,8182
2024-02-05,Meta,617.45,313,34156
2024-02-05,Pinterest,97.92,264,15189
2024-02-06,Google,578.58,322,9520
2024-02-06,Meta,555.49,275,30517
2024-02-06,Pinterest,100.72,283,15538
2024-02-07,Google,658.9,469,45913
2024-02-07,Meta,542.28,303,28992
2024-02-07,Pinterest,100.58,305,14889
2024-02-08,Google,595.0,423,56460
2024-02-08,Meta,544.77,448,32620
2024-02-08,Pinterest,100.83,274,14555
2024-02-09,Google,524.77,473,33598
2024-02-09,Influencer,4500.0,0,0
2024-02-09,Meta,536.39,622,33376
2024-02-09,Pinterest,103.17,321,14551
2024-02-10,Google,828.45,697,29319
2024-02-10,Meta,449.13,341,24330
2024-02-10,Pinterest,95.62,307,13536
2024-02-11,Google,754.01,485,18554
2024-02-11,Meta,474.69,277,25018
2024-02-11,Pinterest,95.06,301,14842
2024-02-12,Google,732.52,744,52918
2024-02-12,Meta,464.26,249,27844
2024-02-12,Pinterest,103.85,213,13523
2024-02-13,Google,661.55,525,78311
2024-02-13,Meta,452.76,237,24484
2024-02-13,Pinterest,99.22,260,14010
2024-02-14,Google,1029.0,716,60389
2024-02-14,Meta,551.12,144,16942
2024-02-14,Pinterest,101.69,210,12801
2024-02-15,Google,833.94,584,58697
2024-02-15,Meta,399.35,267,25027
2024-02-15,Pinterest,102.69,187,12200
2024-02-16,Google,941.65,795,98413
2024-02-16,Meta,399.83,241,23203
2024-02-16,Pinterest,100.51,218,12464
2024-02-17,Google,753.43,1233,94435
2024-02-17,Meta,407.37,279,26027
2024-02-17,Pinterest,96.98,238,13826
2024-02-18,Google,647.04,617,19051
2024-02-18,Meta,475.12,299,35409
2024-02-18,Pinterest,103.0,208,13994
2024-02-19,Google,1067.59,667,19788
2024-02-19,Influencer,900.0,0,0
2024-02-19,Meta,460.3,234,23961
2024-02-19,Pinterest,101.08,245,14710
2024-02-20,Google,2224.66,4710,236904
2024-02-20,Meta,448.14,232,24267
2024-02-20,Pinterest,101.35,223,14527
2024-02-21,Google,1748.7,3288,176403
2024-02-21,Meta,500.78,262,32212
2024-02-21,Pinterest,94.55,247,14643
2024-02-22,Google,748.97,597,34075
2024-02-22,Meta,722.69,267,34819
2024-02-22,Pinterest,100.78,231,14815
2024-02-23,Google,616.62,456,26000
2024-02-23,Meta,713.78,243,35778
2024-02-23,Pinterest,101.82,188,13741
2024-02-24,Google,525.41,763,106990
2024-02-24,Meta,669.88,304,31222
2024-02-24,Pinterest,97.44,130,12613
2024-02-25,Google,1960.42,1785,188941
2024-02-25,Meta,712.96,315,31942
2024-02-25,Pinterest,101.01,110,12653
2024-02-26,Google,1068.39,1364,131308
2024-02-26,Meta,762.86,261,31607
2024-02-26,Pinterest,100.63,108,11531
2024-02-27,Google,1185.6,1690,164044
2024-02-27,Meta,837.1,270,33519
2024-02-27,Pinterest,99.01,108,11262
2024-02-28,Google,877.21,2745,187853
2024-02-28,Influencer,2000.0,0,0
2024-02-28,Meta,827.01,210,26233
2024-02-28,Pinterest,100.94,119,11450
2024-02-29,Google,654.84,2466,154246
2024-02-29,Meta,736.58,104,20230
2024-02-29,Pinterest,101.18,105,11483
2024-03-01,Google,727.59,2249,135864
2024-03-01,Influencer,5000.0,0,0
2024-03-01,Meta,808.97,55,14454
2024-03-01,Pinterest,99.56,95,10278
2024-03-02,Google,707.56,2479,207204
2024-03-02,Meta,686.01,83,19859
2024-03-02,Pinterest,96.98,96,10801
2024-03-03,Google,707.48,2334,177342
2024-03-03,Meta,856.41,114,25896
2024-03-03,Pinterest,99.23,102,10411
2024-03-04,Google,1010.02,2692,225265
2024-03-04,Meta,1399.99,473,44042
2024-03-04,Pinterest,102.87,83,10884
2024-03-05,Google,805.88,2187,201457
2024-03-05,Meta,1411.94,750,53641
2024-03-05,Pinterest,100.24,99,12906
2024-03-06,Google,314.58,512,64393
2024-03-06,Meta,1157.91,652,46445
2024-03-06,Pinterest,101.67,88,11240
2024-03-07,Google,323.52,369,33381
2024-03-07,Meta,437.7,591,25843
2024-03-07,Pinterest,98.89,83,10901
2024-03-08,Google,313.44,286,45159
2024-03-08,Meta,1017.34,1580,77518
2024-03-08,Pinterest,100.77,89,11512
2024-03-09,Google,572.91,518,70219
2024-03-09,Meta,1096.23,2324,93747
2024-03-09,Pinterest,96.33,83,10354
2024-03-10,Google,817.08,613,79592
2024-03-10,Meta,1090.53,2482,90198
2024-03-10,Pinterest,98.74,103,11695
2024-03-11,Google,264.78,251,42776
2024-03-11,Meta,1065.71,2137,88231
2024-03-11,Pinterest,101.56,91,11552
2024-03-12,Google,2854.59,4496,537492
2024-03-12,Meta,1194.85,2413,97448
2024-03-12,Pinterest,100.74,73,10749
2024-03-13,Google,3175.36,5678,536399
2024-03-13,Influencer,250.0,0,0
2024-03-13,Meta,1349.96,2400,100766
2024-03-13,Pinterest,101.19,76,10540
2024-03-14,Google,2311.23,12430,838439
2024-03-14,Influencer,100.0,0,0
2024-03-14,Meta,1450.32,2625,117088
2024-03-14,Pinterest,95.4,72,9213
2024-03-15,Google,711.36,1575,176354
2024-03-15,Meta,1470.3,3139,121251
2024-03-15,Pinterest,301.21,174,19364
2024-03-16,Google,2902.69,9645,645246
2024-03-16,Meta,1496.82,3426,127958
2024-03-16,Pinterest,304.41,259,27406
2024-03-17,Google,2050.61,7745,497186
2024-03-17,Influencer,250.0,0,0
2024-03-17,Meta,1573.37,3591,150050
2024-03-17,Pinterest,303.85,347,40537
2024-03-18,Google,910.43,1644,192219
2024-03-18,Meta,1535.82,3271,146717
2024-03-18,Pinterest,304.03,363,42417
2024-03-19,Google,520.35,483,89199
2024-03-19,Meta,1492.8,3158,135370
2024-03-19,Pinterest,292.67,289,30724
2024-03-20,Google,449.53,461,108475
2024-03-20,Meta,1482.04,2825,126925
2024-03-20,Pinterest,300.22,399,26117
2024-03-21,Google,470.41,505,126947
2024-03-21,Meta,1440.27,2865,126639
2024-03-21,Pinterest,304.37,339,26578
2024-03-22,Google,513.84,814,173029
2024-03-22,Meta,1472.3,3123,141365
2024-03-22,Pinterest,306.22,411,25651
2024-03-23,Google,591.17,1320,252780
2024-03-23,Meta,1497.41,3174,147333
2024-03-23,Pinterest,287.32,470,26826
2024-03-24,Google,683.85,951,203688
2024-03-24,Influencer,5000.0,0,0
2024-03-24,Meta,1562.9,3276,156928
2024-03-24,Pinterest,295.29,408,26818
2024-03-25,Google,552.61,618,148838
2024-03-25,Meta,1515.21,3142,148193
2024-03-25,Pinterest,360.17,355,27911
2024-03-26,Google,609.58,562,117773
2024-03-26,Influencer,2500.0,0,0
2024-03-26,Meta,1480.55,2956,143587
2024-03-26,Pinterest,404.3,389,30321
2024-03-27,Google,572.2,476,111929
2024-03-27,Meta,1190.45,1911,99305
2024-03-27,Pinterest,396.86,354,32594
2024-03-28,Google,414.07,306,53407
2024-03-28,Meta,1037.35,1578,76372
2024-03-28,Pinterest,406.22,394,32568
2024-03-29,Google,460.16,293,64363
2024-03-29,Meta,1275.45,1743,100938
2024-03-29,Pinterest,382.47,345,28463
2024-03-30,Google,388.42,401,92677
2024-03-30,Influencer,5000.0,0,0
2024-03-30,Meta,1618.7,2575,120867
2024-03-30,Pinterest,404.5,423,31555
2024-03-31,Google,532.52,403,101889
2024-03-31,Meta,1687.22,2775,128743
2024-03-31,Pinterest,412.0,469,32976
2024-04-01,Google,448.91,513,120037
2024-04-01,Influencer,420.0,0,0
2024-04-01,Meta,1769.02,3127,135554
2024-04-01,Pinterest,327.32,441,36020
2024-04-02,Google,447.05,393,80571
2024-04-02,Meta,1452.37,2792,116781
2024-04-02,Pinterest,466.58,586,46848
2024-04-03,Google,430.54,316,63089
2024-04-03,Meta,1368.81,2778,111821
2024-04-03,Pinterest,463.04,594,54323
2024-04-04,Google,454.79,373,81722
2024-04-04,Meta,1364.91,2478,110767
2024-04-04,Pinterest,458.38,570,51126
2024-04-05,Google,430.95,389,88115
2024-04-05,Meta,1351.31,2247,99742
2024-04-05,Mountain,175.25,1,0
2024-04-05,Pinterest,447.17,504,40541
2024-04-06,Google,432.38,517,124777
2024-04-06,Meta,1175.38,2649,88221
2024-04-06,Mountain,335.05,15,0
2024-04-06,Pinterest,429.55,551,40841
2024-04-07,Google,457.07,496,99128
2024-04-07,Meta,1553.9,2844,121422
2024-04-07,Mountain,334.13,19,0
2024-04-07,Pinterest,444.15,555,46551
2024-04-08,Google,555.41,478,77144
2024-04-08,Influencer,300.0,0,0
2024-04-08,Meta,998.55,1552,75642
2024-04-08,Mountain,389.89,23,0
2024-04-08,Pinterest,448.18,478,46930
2024-04-09,Google,1290.69,1794,109329
2024-04-09,Influencer,2500.0,0,0
2024-04-09,Meta,795.31,1067,55241
2024-04-09,Mountain,369.92,38,0
2024-04-09,Pinterest,446.86,483,43522
2024-04-10,Google,938.59,911,114011
2024-04-10,Meta,786.57,1084,57653
2024-04-10,Mountain,279.95,31,0
2024-04-10,Pinterest,437.01,413,42378
2024-04-11,Google,794.3,1056,128552
2024-04-11,Meta,777.77,1102,61888
2024-04-11,Mountain,356.44,19,0
2024-04-11,Pinterest,435.28,458,45610
2024-04-12,Google,757.3,584,55136
2024-04-12,Meta,798.3,1116,57074
2024-04-12,Mountain,323.86,23,0
2024-04-12,Pinterest,428.88,475,45239
2024-04-13,Google,745.97,582,58825
2024-04-13,Meta,783.7,1123,59506
2024-04-13,Mountain,464.7,116,0
2024-04-13,Pinterest,424.32,504,40963
2024-04-14,Google,750.83,496,62642
2024-04-14,Meta,842.04,1243,65758
2024-04-14,Mountain,612.64,140,0
2024-04-14,Pinterest,446.69,549,44180
2024-04-15,Google,667.92,463,42721
2024-04-15,Meta,821.1,1193,64807
2024-04-15,Mountain,582.07,94,0
2024-04-15,Pinterest,439.04,542,48132
2024-04-16,Google,296.15,186,42724
2024-04-16,Influencer,4000.0,0,0
2024-04-16,Meta,335.25,511,22881
2024-04-16,Mountain,422.47,64,0
2024-04-16,Pinterest,336.74,477,36718
2024-04-17,Google,309.27,222,38695
2024-04-17,Meta,440.15,523,28945
2024-04-17,Mountain,545.36,83,0
2024-04-17,Pinterest,234.3,370,26849
2024-04-18,Google,309.84,216,33660
2024-04-18,Meta,1073.18,875,53013
2024-04-18,Microsoft,100.52,764,4999
2024-04-18,Mountain,633.01,102,0
2024-04-18,Pinterest,260.41,279,25092
2024-04-19,Google,321.79,195,30470
2024-04-19,Meta,1105.21,985,52770
2024-04-19,Microsoft,732.55,2934,21291
2024-04-19,Mountain,357.45,56,0
2024-04-19,Pinterest,305.84,268,25873
2024-04-20,Google,306.67,221,31392
2024-04-20,Meta,1061.53,1704,55973
2024-04-20,Microsoft,1704.46,4127,43299
2024-04-20,Mountain,473.78,82,0
2024-04-20,Pinterest,306.54,295,25272
2024-04-21,Google,339.87,254,36973
2024-04-21,Meta,0.0,0,0
2024-04-21,Microsoft,1795.9,5207,51609
2024-04-21,Mountain,750.03,80,0
2024-04-21,Pinterest,300.75,356,27740
2024-04-22,Google,291.64,272,35198
2024-04-22,Meta,1216.73,2139,74847
2024-04-22,Microsoft,1338.9,4171,41682
2024-04-22,Mountain,397.83,80,0
2024-04-22,Pinterest,296.61,301,26367
2024-04-23,Google,279.7,213,31527
2024-04-23,Meta,1171.4,2119,83594
2024-04-23,Microsoft,0.0,0,0
2024-04-23,Mountain,509.82,77,0
2024-04-23,Pinterest,301.1,282,32681
2024-04-24,Google,308.52,272,29577
2024-04-24,Meta,1156.18,2205,88516
2024-04-24,Microsoft,0.0,0,0
2024-04-24,Mountain,574.58,96,0
2024-04-24,Pinterest,299.93,281,26714
2024-04-25,Google,351.46,257,41585
2024-04-25,Influencer,5000.0,0,0
2024-04-25,Meta,1111.63,1990,78543
2024-04-25,Mountain,473.74,63,0
2024-04-25,Pinterest,297.17,295,24216
2024-04-26,Google,397.31,251,42411
2024-04-26,Meta,1175.03,2130,81294
2024-04-26,Mountain,636.74,111,0
2024-04-26,Pinterest,293.28,267,22386
2024-04-27,Google,498.34,313,49730
2024-04-27,Meta,1238.98,1996,80605
2024-04-27,Mountain,587.68,93,0
2024-04-27,Pinterest,289.13,290,23172
2024-04-28,Google,506.34,357,55721
2024-04-28,Meta,1105.44,1752,71675
2024-04-28,Mountain,585.96,73,0
2024-04-28,Pinterest,289.07,335,27558
2024-04-29,Google,414.05,359,53453
2024-04-29,Influencer,1100.0,0,0
2024-04-29,Meta,1074.28,1585,74803
2024-04-29,Mountain,767.07,103,0
2024-04-29,Pinterest,303.3,280,31450
2024-04-30,Google,435.64,351,53134
2024-04-30,Meta,1043.69,1649,74317
2024-04-30,Mountain,253.54,108,0
2024-04-30,Pinterest,297.42,227,29741
2024-05-01,Google,394.33,364,52002
2024-05-01,Influencer,5300.0,0,0
2024-05-01,Meta,759.93,987,50333
2024-05-01,Mountain,146.47,69,0
2024-05-01,Pinterest,300.49,316,32891
2024-05-02,Google,433.18,406,61918
2024-05-02,Meta,536.05,499,31648
2024-05-02,Mountain,178.95,55,0
2024-05-02,Pinterest,298.58,313,30825
